,event_id,Полное наименование,Сокращенное наименование,Адрес,ИНН,ОГРН,Дата собрания,Форма собрания,Дивиденды,Совет директоров
238,w0fUzAVdTU2UQLNfiqpY4A-B-B,Публичное акционерное общество «Группа компаний «Самолет»,ПАО «ГК «Самолет»,"Российская Федерация, г. Москва",9731004688,1187746590283,2021-05-11,заочное голосование,вопрос не поднимался,"['Голубков Дмитрий Аркадьевич', 'Евтушевский Игорь Викторович', 'Елистратов Антон Николаевич', 'Кенин Михаил Борисович', 'Прыгунков Александр Сергеевич', 'Хартманн Оскар', 'Шекшня Станислав Владимирович']"
239,tLLrrAEfykavBlPEaYZAcA-B-B,Акционерное общество «МОСКОВСКОЕ КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКОЕ БЮРО»,АО «МКТБ»,"117587, г.Москва, Варшавское шоссе, д.125, стр. 1, этаж Т, помещение XIV, ком.7",7707083893,1025004071311,2020-11-18,собрание,вопрос не поднимался,[]
240,nQ-C1kXJHmked-AXlF8TswBw-B-B,Акционерное общество «МОСКОВСКОЕ КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКОЕ БЮРО»,АО «МКТБ»,"117587, г.Москва, Варшавское шоссе, д.125, стр. 1, этаж Т, помещение XIV, ком.7",7707083893,1025004071311,2020-06-01,собрание,принято решение выплатить дивиденды,
241,F1GpBt-AiJ0mOs2i4Kw-ACzg-B-B,Акционерное общество «МОСКОВСКОЕ КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКОЕ БЮРО»,АО «МКТБ»,"117587, г.Москва, Варшавское шоссе, д.125, стр. 1, этаж Т, помещение XIV, ком.7",7707083893,1025004071311,2020-02-27,собрание,вопрос не поднимался,[]
242,x8n2LRejGESSDp3MdjZrOQ-B-B,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СДЭК-Глобал""","ООО ""СДЭК-Глобал""","630007, г. Новосибирск, ул. Кривощековская, д. 15, корп. 1, эт. 1,2",7722327689,1157746448463,2021-05-07,собрание,вопрос не поднимался,[]
243,zhuPihmH6ker4VoxteuEow-B-B,Общество с ограниченной ответственностью «Магистраль двух столиц»,ООО «Магистраль двух столиц»,"Российская Федерация, 196158, Санкт-Петербург, Пулковское шоссе, дом 28, литера А",7703793405,1137746608383,2021-05-06,собрание,вопрос не поднимался,
244,0vHGD37A2U-Cp0dTLJ31llg-B-B,"Открытое акционерное общество "" АВС-Эффект""","ОАО "" АВС-Эффект""","101000, г.Москва, Архангельский пер., д.9, стр.1",7701022333,1027739430652,2021-05-06,заочное голосование,принято решение выплатить дивиденды,
245,0SjkQCxu4EyEsJk5mfUo4Q-B-B,"Акционерное общество ""Компания АВС""","АО ""Компания АВС"", АО ""АВС и К""","123104, г. Москва, ул. Малая Бронная, д. 22, стр. 1, эт. 1, пом. II, ком. 1А",7703041701,1027700081089,2021-05-05,заочное голосование,принято решение не выплачивать дивиденды,
246,QMZCFIyI10GZz9gaV3C4aA-B-B,"Общество с ограниченной ответственностью ""Специализированное финансовое общество Ф-Капитал""","ООО ""СФО Ф-Капитал""","129090, город Москва, Ботанический переулок, дом 5, этаж 5 пом.17а рм 1",9704000282,1197746534831,2021-05-05,заочное голосование,вопрос не поднимался,[]
247,c6YheVyeRkaZb8laYGuttw-B-B,"Открытое акционерное общество ""Спецмонтаж""","ОАО ""Спецмонтаж""","115114, г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЗАМОСКВОРЕЧЬЕ Летниковская ул., дом 4, строение 5, этаж мансарда, помещение 5 офис 18",7705035774,1027700249246,2021-05-05,собрание,принято решение не выплачивать дивиденды,
248,fRSf-C9KTZEGFEKsW7uM5rA-B-B,"Общество с ограниченной ответственностью ""Специализированное финансовое общество Т-Финанс""","ООО ""СФО Т-Финанс""","129090, г Москва, переулок Ботанический, дом 5 ЭТАЖ 5, ПОМЕЩЕНИЕ 17Д",9702016417,1207700154420,2021-05-05,заочное голосование,вопрос не поднимался,[]
249,xxn7ZOrq-C0-Cyu0oKX-CgD8g-B-B,"Акционерное общество ""Центракадемстрой""","АО ""ЦАС""","117312, РФ, г.Москва, ул.Вавилова, дом 53, корпус 1",7736119390,1027700441174,2021-05-05,заочное голосование,вопрос не поднимался,
250,lvEQTcN7uESOmSv1Mnx48g-B-B,Общество с ограниченной ответственностью «КТЖ Финанс»,ООО «КТЖ Финанс»,"119435, РФ, г. Москва, Большой Саввинский переулок, д.10, стр.2А.",7704391000,1177746116415,2021-04-29,собрание,вопрос не поднимался,[]
251,RhGKIfh8A0mlYuI0w03FFw-B-B,"Общество с ограниченной ответственностью ""ТЕХНО Лизинг""","ООО ""ТЕХНО Лизинг""","121357, г. Москва, улица Кременчугская, дом 6, корпус 2, стр.1, эт/ком 3/4",7723609647,5077746561217,2021-04-30,собрание,вопрос не поднимался,[]
252,ZsIDMZZfck6iaz1sub00hA-B-B,"Общество с ограниченной ответственностью ""ТФН""","ООО ""ТФН""","108811, г. Москва, пос. Московский, д. Говорово,  Мкад 47 км",7727696432,1097746481645,2021-04-30,собрание,принято решение выплатить дивиденды,[]
253,qfEZQLwQhkG9imdY5dzaKw-B-B,"Акционерное Общество ""Холдинговая компания ""ПРОНЕКС""","АО ХК ""ПРОНЕКС""","127276, г. Москва, Ботаническая улица, дом 14, помещение 1, комната 24",7701024316,1027739089762,2021-04-29,собрание,принято решение выплатить дивиденды,['Бабенко Евгений Васильевич']
254,0CGzbvH5CUCkmBBrzS3l8A-B-B,"Общество с ограниченной ответственностью ""Ред Софт""","ООО ""Ред Софт""","121205, г. Москва, Территория Сколково Инновационного Центра, ул. Нобеля, д. 5, эт.2, пом.4",9705000373,5147746028216,2021-04-30,собрание,вопрос не поднимался,[]
255,c8-AaI9RbwU6YZ8thU-A6B9g-B-B,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СДЭК-Глобал""","ООО ""СДЭК-Глобал""","630007, г. Новосибирск, ул. Кривощековская, д. 15, корп. 1, эт. 1,2",7722327689,1157746448463,2021-04-30,собрание,принято решение выплатить дивиденды,[]
256,Fcgn08gVb0K3icnNyZvabQ-B-B,Общество с ограниченной ответственностью   «Мультиоригинаторный ипотечный агент 2»,ООО «Мультиоригинаторный ипотечный агент 2»,"Российская Федерация, 119435, г. Москва, Большой Саввинский пер., д. 10, строение 2А",7704301871,1157746015052,2021-04-29,собрание,вопрос не поднимался,[]
257,DN4ksQOlV069m7bwO1Xwog-B-B,"Общество с ограниченной ответственностью ""Проект-Град""","ООО ""Проект-Град""","Российская Федерация, город Москва",7751188020,1207700421774,2021-04-29,собрание,вопрос не поднимался,"['Волченко Александра Юрьевна', 'Гуцериев Микаил Сафарбекович', 'Гуцериев Саид Михайлович', 'Данилиди Игнатий Сергеевич', 'Жученко Антон Александрович', 'Миракян Авет Владимирович', 'Соколюк Александр Степанович']"
258,BVKhv4Vx3EuB0Qtrj-Cszow-B-B,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩСТВО ""МОСГАЗСЕТЬСТРОЙ""","ОАО ""МОСГАЗСЕТЬСТРОЙ""","141707, ОБЛАСТЬ МОСКОВСКАЯ, ГОРОД ДОЛГОПРУДНЫЙ, ПРОЕЗД ДОРОЖНЫЙ,  ДОМ 5, КОРП. 4",7704024748,1027700289935,2021-04-29,собрание,принято решение не выплачивать дивиденды,
259,RvYSz8vHN0WCAsg61vPapg-B-B,"Общество с ограниченной ответственностью ""Специализированное финансовое общество Аккорд Финанс""","ООО ""СФО Аккорд Финанс""","129090, г. Москва, Ботанический переулок, д. 5, этаж 5, пом. XV, ком. 17Д, РМ 5",9715329167,1187746934099,2021-04-29,заочное голосование,вопрос не поднимался,[]
260,AzRQmgD05k6lJl5HGgEUPg-B-B,"Открытое акционерное общество ""Опытно-конструкторское бюро им. А.С.Яковлева""","ОАО ""ОКБ им. А.С.Яковлева""","125315, г.Москва, Ленинградский проспект, д.68",7714039849,1027739252298,2021-04-29,заочное голосование,вопрос не поднимался,[]
261,EAmEOJ5Z8U63kwX30GwmqA-B-B,"Закрытое акционерное общество ""Аптека № 31 ""Сущевская""","ЗАО ""Аптека № 31 ""Сущевская""","г. Москва, ул. Октябрьская, д. 33",7715234521,1027739250780,2021-04-29,заочное голосование,принято решение выплатить дивиденды,"['Бровину Нину Антоновну', 'Бровина Григория Валерьевича', 'Бровину Валентину Валерьевну', 'Гусарову Елену Николаевну', 'Гусарову Елену Юрьевну']"
262,nyCU29b0xE2ypmxNOG2EBg-B-B,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННОЕ ФИНАНСОВОЕ ОБЩЕСТВО ИНВЕСТКРЕДИТ ФИНАНС""","ООО ""СФО ИНВЕСТКРЕДИТ ФИНАНС""","Российская Федерация, 129090, г. Москва, Ботанический переулок, дом 5, комната 17",7702403476,1167746649993,2021-04-29,заочное голосование,вопрос не поднимался,[]
263,JY4tDKlZjEe1OTCyq2LeHw-B-B,"Общество с ограниченной ответственностью ""Специализированное финансовое общество Т-Финанс""","ООО ""СФО Т-Финанс""","129090, г Москва, переулок Ботанический, дом 5 ЭТАЖ 5, ПОМЕЩЕНИЕ 17Д",9702016417,1207700154420,2021-04-29,заочное голосование,вопрос не поднимался,[]
264,0Urdi16RVU6EOtAK4O1LGA-B-B,Общество с ограниченной ответственностью «Концерн «РОССИУМ»,ООО «Концерн «РОССИУМ»,"Российская Федерация, Московская область, г. Одинцово",5032152372,1065032052700,2021-04-28,собрание,вопрос не поднимался,[]
265,DzR8l3vqdUeervR71mAGeg-B-B,Общество с ограниченной ответственностью «Экспобанк»,ООО «Экспобанк»,"107078, г. Москва, ул. Каланчевская, д.29, стр.2",7729065633,1027739504760,2021-04-28,заочное голосование,вопрос не поднимался,[]
266,2mwEj8dDPUy2oumqQUVHsA-B-B,"Публичное акционерное общество ""Московская Биржа ММВБ-РТС""",ПАО Московская Биржа,"Российская Федерация, г. Москва",7702077840,1027739387411,2021-04-28,собрание,принято решение выплатить дивиденды,[]
267,UkGRbHMvXk-CbLeDheULQ-Aw-B-B,Общество с ограниченной ответственностью «Ипотечный агент Возрождение 5»,ООО «ИАВ 5»,город Москва,7743177233,5167746203257,2021-04-28,собрание,вопрос не поднимался,[]
268,IXu9UlWajUG-AdlgPLhHc6Q-B-B,"Открытое акционерное общество ""Ритуальная православная служба""","ОАО ""Ритуальная православная служба""","117418, г. Москва, ул. Цюрупы, д. 3",7709306288,1027739166454,2021-04-28,собрание,вопрос не поднимался,
269,CsDqLZpO4EqBqUpwiEXrUA-B-B,"Общество с ограниченной ответственностью ""Солид-Лизинг""","ООО ""Солид-Лизинг""","123007, г. Москва, Хорошевское шоссе, д. 32А, пом.XXVIII",7714582540,1047796977392,2021-04-28,собрание,вопрос не поднимался,[]
270,8A5vZxSlP0evNgEgipWaIA-B-B,"Акционерное общество ""6-й таксомоторный парк""","АО ""6-й таксомоторный парк""","109651, г. Москва, ул. Перерва, д. 19",7723082311,1027739831030,2021-04-28,собрание,вопрос не поднимался,
271,U9NRdomeDEqvzT7NTf9Uyw-B-B,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННОЕ ФИНАНСОВОЕ ОБЩЕСТВО ИНВЕСТКРЕДИТ ФИНАНС""","ООО ""СФО ИНВЕСТКРЕДИТ ФИНАНС""","Российская Федерация, 129090, г. Москва, Ботанический переулок, дом 5, комната 17",7702403476,1167746649993,2021-04-28,заочное голосование,вопрос не поднимался,[]
272,-CAVWBpfO0U2y9RuiYSw-A3w-B-B,"Акционерное общество “ЗАВОД ""КОМПОНЕНТ”","АО ""ЗАВОД ""КОМПОНЕНТ""","124460, Россия, г. Москва, Зеленоград,ул Конструктора Гуськова, д.1, стр.1.",7735030967,1037739097747,2021-04-28,заочное голосование,принято решение выплатить дивиденды,
273,xY0P0WzCVE6vB-Cg-AKI3VkQ-B-B,"Общество с ограниченной ответственностью ""РЕГИОН Групп Лизинг""","ООО ""РГ Лизинг""","129515, г.Москва, улица Академика Королева, дом 13, стр. 1, этаж 8 пом. I, ком. 48б (офис 814)",7717540595,1057748279698,2021-04-28,собрание,вопрос не поднимался,[]
274,duxx2OfClE-CUeIwIfgQvIA-B-B,"Публичное акционерное общество ""АВТОМАТИЗАЦИЯ И ТЕЛЕКОММУНИКАЦИИ""","ПАО ""АВТЕЛКОМ""","191002, г. Санкт-Петербург",7723398788,1157746612704,2021-04-28,заочное голосование,вопрос не поднимался,[]
275,vPlV8Rd0OE-CjGwN44EdT-AA-B-B,Общество с ограниченной ответственностью «Фольксваген Банк РУС»,ООО «Фольксваген Банк РУС»,"Российская Федерация, г. Москва",7750005605,1107711000044,2021-04-28,собрание,вопрос не поднимался,[]
276,THb7-CH92oUuw-AqvUGGoCUg-B-B,Публичное акционерное общество Московское предприятие «Гидроспецфундаментстрой»,ПАО МП «ГСФС»,"Российская Федерация, 108810, г. Москва, Марушкинское Поселение, поселок станции Крекшино, улица 2-я Железнодорожная, стр.112",7710063632,1027739342410,2021-04-26,заочное голосование,принято решение не выплачивать дивиденды,"['Икусова Алексея Гавриловича', 'Икусова Игоря Алексеевича', 'Басиева Григория Ахсаровича', 'Чуваткину Галину Андреевну', 'Вальтер Наталью Дмитриевну']"
277,I5p75Up9ZEKGW0zgcZPf9Q-B-B,"Акционерное общество ""АВТО-40""","АО ""АВТО-40""","111402, Москва, Кетчерская ул., д. 13",7720088347,1027739193107,2021-04-27,собрание,принято решение не выплачивать дивиденды,
278,o7AlGH9NN0yBrd0cWjfZoQ-B-B,"Открытое Акционерное Общество ""Гипропищепром 2""","ОАО ""Гипропищепром 2""","105043 г. Москва, Первомайская ул.,  д.58Б",7719043408,1027739275002,2021-04-27,собрание,принято решение не выплачивать дивиденды,
279,BEDZ009vpEqOawKQ-AilfAw-B-B,"Общество с ограниченной ответственностью ""ИНВЕКТОР""","ООО ""ИНВЕКТОР""","119334, МОСКВА ГОРОД, ПРОЕЗД ДОНСКОЙ 5-Й, ДОМ 21, КОРПУС 14А, КОМНАТА 8",7718536425,1057746071460,2021-04-27,собрание,вопрос не поднимался,[]
280,AFSeBXe4qUOMrUoUE8zeWg-B-B,"Общество с ограниченной ответственностью ""Городской супермаркет""","ООО ""Городской супермаркет""","Российская Федерация, 113054, г. Москва, ул. Валовая, д. 8/18",7705466989,1027705012312,2021-04-26,собрание,вопрос не поднимался,[]
281,c9rt8eSbnkawbTodu-AOYiw-B-B,Публичное акционерное общество Группа компаний «ТНС энерго»,ПАО ГК «ТНС энерго»,"127006, Российская Федерация, г. Москва, Настасьинский пер., д. 4, корп. 1",7705541227,1137746456231,2021-04-26,собрание,вопрос не поднимался,
282,thlt8s-AvvEibBCIe9ZEMMw-B-B,"Общество с ограниченной ответственностью ""ПРОМОМЕД ДМ""","ООО ""ПРОМОМЕД ДМ""","129090, ГОРОД МОСКВА, ПРОСПЕКТ МИРА, Д. 13 КОРПУС СТРОЕНИЕ 1 , ОФИС 107/2",7724365841,1167746497280,2021-04-26,заочное голосование,вопрос не поднимался,[]
283,G3wXW5yuJUW1zTwg5Atk8Q-B-B,"Общество с ограниченной ответственностью ""Профит-Концепт""","ООО ""Профит-Концепт""","1070147, г. Москва, ул. Стромынка, д.18, корп.5Б",7718193344,1027739081787,2021-04-26,собрание,вопрос не поднимался,[]
284,2c2OSS0QN0SLBBpc0KbhrA-B-B,Общество с ограниченной ответственностью «РВК-Инвест»,ООО «РВК-Инвест»,г. Москва,7705701907,1057749239580,2021-04-23,собрание,вопрос не поднимался,[]
285,8LX6lLEubki1Fc108kKCWw-B-B,"Акционерное общество ""Кондитерская фабрика ""Ударница""","АО ""Ударница""","119049, г. Москва, ул. Шаболовка, д.13, строение 1",7706042326,1027739057037,2021-04-23,заочное голосование,принято решение выплатить дивиденды,[]
286,xsd9XPuqX024QKEN-ATVzqw-B-B,"Публичное акционерное общество 
«Сбербанк России»",ПАО Сбербанк,"Российская Федерация, город Москва",7707083893,1027700132195,2021-04-23,собрание,принято решение выплатить дивиденды,
287,ZHJidmC0o0m65u1Ktv9F-CA-B-B,Публичное акционерное общество «Белуга Групп»,ПАО «Белуга Групп»,"Российская Федерация, город Звенигород",7705634425,1047796969450,,заочное голосование,вопрос не поднимался,"['Мечетин Александр Анатольевич', 'Ордовский-Танаевский Бланко Ростислав', 'Иконников Александр Вячеславович', 'Молчанов Сергей Витальевич', 'Белокопытов Николай Владимирович', 'Прохоров Константин Анатольевич', 'Каширин Михаил Сергеевич']"
288,DtQ8SwFxKEuvXWpmdL42Uw-B-B,Общество с ограниченной ответственностью «Центр Генетики и Репродуктивной Медицины «ГЕНЕТИКО»,"ООО ""ЦГРМ ""ГЕНЕТИКО""","Российская Федерация, город Москва",7736650850,1127747086543,2021-04-22,собрание,вопрос не поднимался,
289,iSRWdf4p8kW9-AlNH5yBJ-Cg-B-B,"Открытое акционерное общество ""Торговый дом ""ПРЕОБРАЖЕНСКИЙ""","ОАО ""ТД ""ПРЕОБРАЖЕНСКИЙ""","107143, г. Москва, Открытое шоссе, 13, стр.1-6,8",7718013802,1027739040702,2021-04-22,заочное голосование,принято решение не выплачивать дивиденды,"['Щербакова Кетевана Теймуразовна', 'Иноземцева Эмма Евсеевна', 'Бурдзенидзе Константин Теймуразович', 'Иноземцев Максим Владимирович', 'Матушкин Михаил Викторович']"
290,MDDsq2rD2km8fr4AL3PHZw-B-B,"Акционерное общество ""МаксимаТелеком""","АО ""МаксимаТелеком""","Российская Федерация, город Москва, Старопименовский переулок, дом 10",7703534295,1047796902450,2021-04-21,собрание,вопрос не поднимался,[]
291,49Xx8qHBCkeGFJ6GvJrFsg-B-B,Общество с ограниченной ответственностью «РВК-Инвест»,ООО «РВК-Инвест»,г. Москва,7705701907,1057749239580,2021-04-20,собрание,вопрос не поднимался,[]
292,sIhUjRvPPU27sdvKsx8HZg-B-B,"Акционерное общество ""Вэлдан""","АО ""Вэлдан""","Москва, Сигнальный проезд, д.19",7715036150,1027739115920,2021-04-19,собрание,принято решение не выплачивать дивиденды,"['Салий Владимир Андреевич', 'Ларломкин Егор Вячеславович', 'Шайкевич Георгий Леонидович', 'Шайкевич Дмитрий Георгиевич', 'Шайкевич Евгения Андреевна']"
293,9qouVmkHqEiBW5Qu5JsQZw-B-B,"Акционерное общество Банк ""Национальный стандарт""","АО Банк ""Национальный стандарт""","115093, г. Москва, Партийный пер., д. 1, корп. 57, стр. 2, 3",7750056688,1157700006650,2021-04-19,собрание,принято решение выплатить дивиденды,"['Кветной Лев Матвеевич', 'Веремий Игорь Алексеевич', 'Захарова Татьяна Валентиновна', 'Самарин Владимир Викторович', 'Щекочихин Александр Сергеевич', 'Юровский Юрий Леонтьевич']"
294,g4xzeNFtaUKFh49mSeqzlw-B-B,Общество с ограниченной ответственностью «Ипотечный агент Титан-3»,ООО «ИА Титан-3»,"Российская Федерация, г. Москва",7704370755,1167746831713,2021-04-19,собрание,вопрос не поднимался,[]
