,event_id,Полное наименование,Сокращенное наименование,Адрес,ИНН,ОГРН,Дата собрания,Форма собрания,Дивиденды,Совет директоров
91,BVioWI3EUk6oL96W-CZ8NzA-B-B,Банк СОЮЗ (акционерное общество),Банк СОЮЗ (АО),"127030, г. Москва, ул. Сущевская, д. 27, стр. 1",7714056040,1027739447922,2021-06-22,заочное голосование,принято решение не выплачивать дивиденды,[]
92,kBlxbSDuskm19LpQ1eVXFg-B-B,"Публичное акционерное общество ""Мобильные ТелеСистемы""","ПАО ""МТС""","Российская Федерация, г. Москва",7740000076,1027700149124,2021-06-23,собрание,принято решение выплатить дивиденды,"['Евтушенков Феликс Владимирович', 'Засурский Артём Иванович', 'Николаев Вячеслав Константинович']"
93,qUN2pSQ1LUygoy6HCL6QCA-B-B,"Публичное акционерное общество ""АВТОМАТИЗАЦИЯ И ТЕЛЕКОММУНИКАЦИИ""","ПАО ""АВТЕЛКОМ""","191002, г. Санкт-Петербург",7723398788,1157746612704,2021-06-23,заочное голосование,принято решение не выплачивать дивиденды,"['Баранчиков Сергей Викторович', 'Королева Татьяна Сергеевна', 'Кузнецова Виктория Леонидовна', 'Лаунер Геннадий Альфредович', 'Щербинко Тимур Александрович']"
94,KODPE1lpZEW5-AwVIB9LD3g-B-B,Публичное акционерное общество «Центрэнергохолдинг»,ПАО «Центрэнергохолдинг»,"119526, г. Москва, проспект Вернадского, д.101, корп.3",7729604395,1087760000020,2021-06-23,собрание,принято решение не выплачивать дивиденды,"['ФЕДОРОВ ДЕНИС ВЛАДИМИРОВИЧ', 'БИКМУРЗИН АЛЬБЕРТ ФЯРИТОВИЧ', 'ЗЕМЛЯНОЙ ЕВГЕНИЙ НИКОЛАЕВИЧ', 'КОРОБКИНА ИРИНА ЮРЬЕВНА', 'РОГОВ АЛЕКСАНДР ВЛАДИМИРОВИЧ', 'ХИМИЧУК ЕЛЕНА ВЛАДИМИРОВНА', 'ЦВЕТКОВ МАКСИМ СЕРГЕЕВИЧ', 'ШАЦКИЙ ПАВЕЛ ОЛЕГОВИЧ']"
95,2P7Iw9PWZkelEVYQALXp-Cw-B-B,"Публичное акционерное общество ""Радиофизика""","ПАО ""Радиофизика""","125480, г. Москва, ул. Героев Панфиловцев, д. 10",7733022671,1027739029614,2021-06-22,заочное голосование,принято решение не выплачивать дивиденды,
96,udnMCgzl5UCtPYhlWR-AUUA-B-B,Закрытое акционерное общество «Ипотечный агент АИЖК 2014-3»,ЗАО «Ипотечный агент АИЖК 2014-3»,"Российская Федерация, 119435, г. Москва, Большой Саввинский переулок, дом 10, строение 2А",7704867272,1147746723123,2021-06-21,заочное голосование,принято решение не выплачивать дивиденды,[]
97,8ySKNJ-ABZU6QBR0JCpG8PA-B-B,Закрытое акционерное общество «Ипотечный агент АИЖК 2014-2»,ЗАО «Ипотечный агент АИЖК 2014-2»,"Российская Федерация, 119435, г. Москва, Большой Саввинский переулок, дом 10, строение 2А",7704872635,1147746970250,2021-06-21,заочное голосование,принято решение не выплачивать дивиденды,[]
98,Y1c9BFhKj0ilyqbhmc8p4A-B-B,Закрытое акционерное общество «Ипотечный агент АИЖК 2011-1»,ЗАО «Ипотечный агент АИЖК 2011-1»,"Российская Федерация, 119435, г. Москва, Большой Саввинский переулок, дом 10, строение 2А",7725699639,1107746596253,2021-06-21,заочное голосование,принято решение не выплачивать дивиденды,[]
99,wx4lhRA-AgEClKM1VM-CKRrA-B-B,"Закрытое акционерное общество ""Восточно - Сибирский ипотечный агент 2012""","ЗАО ""Восточно - Сибирский ипотечный агент 2012""","119435, г. Москва, Большой Саввинский переулок, д. 10, стр. 2 А",7704812650,1127746575461,2021-06-21,заочное голосование,принято решение не выплачивать дивиденды,[]
100,fpQJklGkJk2tTi9pqyEQyQ-B-B,"Акционерное общество ""ТРАНСПОРТНЫЕ ТЕХНОЛОГИИ""","АО ""ТрансТех""","107061, г. Москва, ул. Малая Черкизовская, д. 14, этаж 3, пом. VIII, ком. 304",7718182166,1037739318902,2021-06-21,собрание,принято решение не выплачивать дивиденды,[]
101,d-AvHrGFo3kmYI6y4HENkHw-B-B,"Акционерное общество ""ПРОГРЕСС-ЭЛЕКТРО""","АО ""ПРОГРЕСС-ЭЛЕКТРО""","127550, г. Москва, ул. Прянишникова, дом 19А, строение 1",7713097076,1027739163660,2021-06-21,заочное голосование,принято решение не выплачивать дивиденды,"['Крищенко Вадима Петровича', 'Мирошниченко Николая Николаевича', 'Литвина Владислава Викторовича', 'Ширину Анну Алексеевну', 'Стрелец Неонилу Ивановну']"
102,Q-Aq0e8QQakueZMQEB54-CIw-B-B,"акционерное общество Научно-исследовательский и информационный центр систем управления ""ЭКОР""","АО НИИЦСУ ""ЭКОР""","109147, Российская Федерация, город Москва, улица Большая Андроньевская, д. 23, стр.1",7709019420,1027700108138,2021-06-21,заочное голосование,принято решение не выплачивать дивиденды,"['Горшков Сергей Александрович', 'Горелов Александр Викторович', 'Железняк Игорь Николаевич', 'Новиков Игорь Владимирович', 'Шуленин Петр Леонидович']"
103,JlJI3RUIRkSbE9zQngM79g-B-B,Открытое акционерное общество «МЕХАНИЗАЦИЯ»,ОАО «МЕХАНИЗАЦИЯ»,"Российская  Федерация, 115516, г. Москва, ул. Севанская, д. 29 ""А""",7724046404,1027700129984,2021-06-21,собрание,принято решение не выплачивать дивиденды,"['Сафронов Владимир Николаевич', 'Шалаева Надежда Николаевна', 'Козельцев Сергей Владимирович', 'Ситников Антон Викторович', 'Бойчук Александр Михайлович']"
104,m1nB40B3KU2tlWZNzT6AWQ-B-B,"Акционерное Общество ""Московский завод ""САПФИР""","АО ""МЗ ""САПФИР""","117545, город Москва, Днепропетровский проезд,. 4А, стр. 3А.",7726014172,1027700508560,2021-06-21,собрание,принято решение выплатить дивиденды,"['Гиндин Дмитрий Аронович', 'Гиндин Павел Дмитриевич', 'Борисов Лев Валерьевич', 'Попов Сергей Викторович', 'Малашкина Ольга Федоровна', 'Кузнецов Сергей Алексеевич']"
105,eSoLMnwpY0S5tqBEBX40xg-B-B,"Публичное акционерное общество 
«Московская городская телефонная сеть»",ПАО МГТС,"Российская Федерация, 119017, город Москва",7710016640,1027739285265,2021-06-18,заочное голосование,принято решение не выплачивать дивиденды,"['Барсегян Алексей Визскопбович', 'Белов Виктор Леонидович', 'Галактионова Инеса', 'Гильманов Альберт Тимурович', 'Егоров Игорь Альфридович', 'Рылов Дмитрий Николаевич', 'Ушацкий Андрей Эдуардович']"
106,cIDHU7oKvkCpAJ3-AUfkSpg-B-B,"Общество с ограниченной ответственностью ""Солид-Лизинг""","ООО ""Солид-Лизинг""","123007, г. Москва, Хорошевское шоссе, д. 32А",7714582540,1047796977392,2021-06-18,собрание,вопрос не поднимался,[]
107,rIL-AEdS4zE6Jwn5SCNntWg-B-B,Акционерное общество «МОСКОВСКОЕ КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКОЕ БЮРО»,АО «МКТБ»,"117587, г.Москва, Варшавское шоссе, д.125, стр. 1, этаж Т, помещение XIV, ком.7",7707083893,1025004071311,2021-06-18,собрание,принято решение не выплачивать дивиденды,
108,KbBM0raTJUyru-AA4mMp0tA-B-B,"Акционерное общество ""НК ""Роснефть"" - МЗ ""Нефтепродукт""","АО ""НК ""Роснефть"" - МЗ ""Нефтепродукт""","Российская Федерация, город Москва",7720065580,1027700067669,2021-06-17,собрание,принято решение не выплачивать дивиденды,
109,vSUVRW6sgEyGXrCb42rTyA-B-B,"Открытое акционерное общество ""Московский ювелирный завод""","ОАО ""МЮЗ""","115533 г. Москва, ул. Нагатинская, д. 5",7724181241,1027700201902,2021-06-18,собрание,принято решение не выплачивать дивиденды,"['Левиев Шай Шмая', 'Пирогова Наталья Станиславовна', 'Медведев Михаил Дмитриевич', 'Ханин Василий Владимирович', 'Хлопунов Вячеслав Сергеевич']"
110,PgcJkm-C9tUCPUWpDpRVvsw-B-B,"Акционерное общество ""РН-Влакра""","АО ""РН-Влакра""","Российская Федерация, г. Москва",7725636702,1087746574057,2021-06-18,собрание,принято решение не выплачивать дивиденды,"['Киреев Алексей Сергеевич', 'Романчук Андрей Викторович', 'Самойлова Галина Владимировна', 'Соколов Александр Анатольевич', 'Шокина Ольга Александровна']"
111,KFOHGLfYoECllsmlawUrbw-B-B,"Открытое акционерное общество ""Национальный  институт авиационных технологий""","ОАО ""НИАТ""","127051, г. Москва, ул. Петровка, д. 24",7707028980,1037739772047,2021-06-17,собрание,принято решение не выплачивать дивиденды,"['Дегтярев Артем Николаевич', 'Денисова Елена Анатольевна', 'Искандеров Вадим Азизович', 'Михалев Александр Евгеньевич', 'Мунтиян Алексей Валерьевич', 'Писаренко Александр Викторович', 'Плихунов Виталий Валентинович', 'Попов Андрей Васильевич', 'Смашный Олег Владимирович', 'Сирин Юрий Андреевич', 'Тимохин Михаил Сергеевич']"
112,WWXp4ngAXEqrtsLdrGVDwA-B-B,"Акционерное общество ""ЦЕНТРОЭНЕРГОЧЕРМЕТ""","АО ""ЦЭЧМ""","111250, г. Москва, проезд Завода Серп и Молот, д. 6, под. 1, этаж 4, комн. 16",7722059535,1027700352415,2021-06-17,собрание,принято решение не выплачивать дивиденды,
113,2c4cZATyT0eZjRJBt3A-AKQ-B-B,"Открытое акционерное общество ""Гостиница ""Восток""","ОАО ""Гостиница ""Восток""","127106, г. Москва, Гостиничная ул., д. 9-а, корп. 3",7715172064,1027700222373,2021-06-17,собрание,принято решение не выплачивать дивиденды,"['Жебель Вячеслава Юрьевича', 'Костина Валерия Анатольевича', 'Костина Сергея Анатольевича', 'Красильникова Андрея Борисовича', 'Суворову Марину Николаевну']"
114,vu4wuQIldUWX93TRbu9QvA-B-B,"Публичное акционерное общество ""Современный коммерческий флот""",ПАО “Совкомфлот”,"Российская Федерация, 191186, Санкт-Петербург, набережная реки Мойки, дом 3, литер А",7702060116,1027739028712,2021-06-17,заочное голосование,принято решение выплатить дивиденды,"['Кузнецов Михаил Евгеньевич', 'Шамма Валид', 'Дергунова Ольга Константиновна', 'Шаронов Андрей Владимирович', 'Садиков Алексей Львович', 'Тонковидов Игорь Васильевич', 'Моисеев Алексей Владимирович', 'Подгузов Николай Радиевич', 'Пошивай Александр Иванович', 'Сорокин Павел Юрьевич', 'Франк Сергей Оттович']"
115,IYwi1kTZNEe7Pm3EEkmgiA-B-B,"Акционерное общество ""Совфрахт""","АО ""Совфрахт""","Россия, 129090, г. Москва, Олимпийский пр., д. 14, каб. 613",7702059030,1027739059820,2021-06-17,собрание,принято решение не выплачивать дивиденды,"['Дадонов В.А.', 'Ерофеев Д.Ю.', 'Логинов И.А.', 'Пурим А.Д.', 'Пурим Д.Ю.']"
116,4xbfCwmyaUC42-AIf940ueQ-B-B,"Публичное акционерное общество ""Научно-производственное предприятие ""Импульс""","ПАО ""НПП ""Импульс""","129626, Россия, г. Москва, проспект Мира, д.102",7717022177,1027700206511,2021-06-16,заочное голосование,вопрос не поднимался,
117,C1j5QLoHFECh4IQA-A20V0w-B-B,"Открытое акционерное общество по механизации работ на транспортном строительстве ""Трансстроймеханизация""","ОАО ""Трансстроймеханизация""","107140, г. Москва, проезд Комсомольской Площади, д. 16",7708036328,1027700421781,2021-06-16,собрание,принято решение не выплачивать дивиденды,"['Воронкин Андрей Станиславович', 'Иргашев Данис Станиславович', 'Орлов Эдуард Викторович', 'Тимоненко Вадим Петрович', 'Тычинин Александр Владимирович', 'Устинов Алексей Александрович', 'Швецова Валентина Петровна', 'Клошко Никита Андреевич', 'Муртазин Ринат Талгатович']"
118,pivAGiH0-Ak-C-Cd2JoI6Jz8Q-B-B,"Внешнеторговое акционерное общество открытого типа ""Русская Березка""","ВАО ""Русская Березка""","117333, г. Москва, Ленинский проспект, д. 60/2",7728038838,1027700254625,2021-06-15,заочное голосование,принято решение не выплачивать дивиденды,
119,zSgaCCPM9UOu9VPhqQT9xw-B-B,"Акционерное общество ""СофтЛайн Трейд""","АО ""СофтЛайн Трейд""","119270, Москва, Лужнецкая набережная, д. 2/4, стр. 3А, оф. 304",7736227885,1027736009333,2021-06-15,заочное голосование,вопрос не поднимался,[]
120,wNHr-C-COFOUC21wj3q-A2-AuA-B-B,"Открытое акционерное общество ""Первый хладокомбинат""","ОАО ""Первый хладокомбинат""","107140, г. Москва, ул. Верхняя Красносельская, дом 3 ""А""",7708046767,1037739306175,2021-06-10,собрание,вопрос не поднимался,
121,BfMg1l8kREajATRKk2gjKA-B-B,"Публичное акционерное общество ""ИНВЕСТИЦИОННАЯ КОМПАНИЯ ИК РУСС-ИНВЕСТ""","ПАО ""ИК РУСС-ИНВЕСТ""","Российская Федерация, 119034, г. Москва, Всеволожский пер., д.2, стр.2",7704081545,1027739662796,2021-06-15,собрание,принято решение не выплачивать дивиденды,
122,AVs05VfhA0uPuM6o-C2cq7w-B-B,"Открытое акционерное общество по механизации работ на транспортном строительстве ""Трансстроймеханизация""","ОАО ""Трансстроймеханизация""","107140, г. Москва, проезд Комсомольской Площади, д. 16",7708036328,1027700421781,2021-06-15,собрание,принято решение не выплачивать дивиденды,"['Воронкин Андрей Станиславович', 'Иргашев Данис Станиславович', 'Орлов Эдуард Викторович', 'Тимоненко Вадим Петрович', 'Тычинин Александр Владимирович', 'Устинов Алексей Александрович', 'Швецова Валентина Петровна', 'Клошко Никита Андреевич', 'Муртазин Ринат Талгатович']"
123,AAD1dqMShEKFBtmpgIcU-Aw-B-B,"Акционерное общество ""Московский шлифовальный инструмент""","АО ""МОСШЛИФИНСТРУМЕНТ""","125130, г. Москва, Старопетровский проезд, д. 7а",7712014976,1037739346523,2021-06-15,собрание,принято решение не выплачивать дивиденды,
124,TU7FZbQ8Xk-C-Ap9pbRqnWgg-B-B,"Общество с ограниченной ответственностью ""ТФН""","ООО ""ТФН""","108811, г. Москва, пос. Московский, д. Говорово,  Мкад 47 км",7727696432,1097746481645,2021-06-15,собрание,принято решение выплатить дивиденды,[]
125,PxACx3zvjkucfYVSv4C03Q-B-B,Акционерное общество «Сатурн»,АО «Сатурн»,"Российская Федерация, 107553, г. Москва, ул. Большая Черкизовская, д.21, стр.1",7718084899,1027739082030,2021-06-11,заочное голосование,принято решение выплатить дивиденды,
126,LHFh-Adqnr0KLoGoMkVYUig-B-B,"Открытое акционерное общество ""Черкизовский молочный завод""","ОАО ""ЧМЗ""","107143, г. Москва, ул. Пермская, влад.3",7718018060,1027739076210,2021-06-11,заочное голосование,принято решение не выплачивать дивиденды,"['Андриянова Валерия Владимировна', 'Ключникова Елена Валерьевна', 'Ковешников Дмитрий Алексеевич', 'Плотникова Олеся Владимировна', 'Рыжкова Виктория Васильевна']"
127,0-CvFLhUjo02WW3pxYr-CtIQ-B-B,"Публичное акционерное общество ""Моспромстройматериалы""","ПАО ""МПСМ""","Российская Федерация, 119019, Москва, Пречистенская набережная, дом 45/1, строение 1",7704008150,1027739445447,2021-06-11,собрание,принято решение не выплачивать дивиденды,"['Благов Геннадий Яковлевич', 'Бойчук Александр Михайлович', 'Борисовская Ольга Алексеевна', 'Волкова Мария Григорьевна', 'Косых Руслан Юрьевич', 'Лихачева Екатерина Владимировна', 'Сурвилло Татьяна Геннадиевна']"
128,E1UxHczTTkWDcWBhHUJ0OQ-B-B,"Публичное акционерное общество""Перовский комбинат строительных материалов""","ПАО ""Перовский комбинат строительных материалов""","111524, г. Москва, ул. Плеханова, д. 9",7720005220,1027700009402,2021-06-11,заочное голосование,принято решение не выплачивать дивиденды,"['Бойчук Александр Михайлович', 'Булычев Ярослав Сергеевич', 'Попов Евгений Викторович', 'Павлов Вячеслав Владимирович', 'Ситников Александр Сергеевич']"
129,LwrUsrJo1kOHXV4ILPUa2w-B-B,"Публичное акционерное общество ""Медиахолдинг""","ПАО ""Медиахолдинг""","Российская Федерация, город Москва",7706662633,1077757499027,2021-06-11,заочное голосование,принято решение не выплачивать дивиденды,"['Белошапко Михаил Алексеевич', 'Богдановский Алексей Викторович', 'Викулин Виталий Викторович', 'Горный Александр Артемович', 'Кушавин Юрий Юрьевич', 'Ровинский Андрей Павлович', 'Фокин Денис Александрович']"
130,rr3sIKYrMUy-C-CgR79ILkCg-B-B,"Акционерное общество ""СофтЛайн Трейд""","АО ""СофтЛайн Трейд""","119270, Москва, Лужнецкая набережная, д. 2/4, стр. 3А, оф. 304",7736227885,1027736009333,2021-06-11,заочное голосование,принято решение не выплачивать дивиденды,[]
131,T5disewGgE2KrD96RoJCVw-B-B,"Открытое акционерное общество ""Спецремкомплект""","ОАО ""Спецремкомплект""","127006, г.Москва, ул.Долгоруковская, д.36, стр. 3",7707044686,1027739525010,2021-06-10,собрание,принято решение выплатить дивиденды,[]
132,7JZYKtyMB0W6tB-APmCp-CPQ-B-B,"Публичное акционерное общество Акционерная электротехническая компания ""Динамо""","ПАО АЭК ""Динамо""",г.Москва,7725003474,1027739172746,2021-06-10,заочное голосование,принято решение не выплачивать дивиденды,[]
133,4H1oIH7Ez0uQNZYbz7R8jw-B-B,"Публичное акционерное общество Акционерная электротехническая компания ""Динамо""","ПАО АЭК ""Динамо""",г.Москва,7725003474,1027739172746,2021-06-10,заочное голосование,принято решение не выплачивать дивиденды,[]
134,HklW2Bw6lkuuU8RBXbrJrg-B-B,"Акционерное общество ""Московское производственное объединение вычислительной техники и информатики""","АО ""МПОВТИ""","127521, г. Москва, ул.. Октябрьская, 72",7715023023,1027739438671,2021-06-10,собрание,принято решение не выплачивать дивиденды,
135,or6qaK3BvEKXiuDWcMivXg-B-B,"Публичное акционерное общество ""Центральный телеграф""","ПАО ""Центральный телеграф""","Российская Федерация, г. Москва",7710146208,1027739044189,2021-06-07,собрание,принято решение выплатить дивиденды,
136,GaFgAhA9bEyD0QB0nVvllw-B-B,Общество с ограниченной ответственностью «РВК-Инвест»,ООО «РВК-Инвест»,г. Москва,7705701907,1057749239580,2021-06-09,собрание,вопрос не поднимался,[]
137,-Ac9h6CoAuEqqnzsnSAtUyA-B-B,"Открытое акционерное общество ""Трехгорная мануфактура""","ОАО ""Трехгорная мануфактура""","123376, г.Москва, ул.Рочдельская, д.15",7703043089,1027700081892,2021-06-09,заочное голосование,принято решение не выплачивать дивиденды,[]
138,iBj4CNF1-AUWeahYs2-CdDhg-B-B,"Акционерное общество ""Институт по проектированию предприятий машиностроения и приборостроения""","АО ""Проектмашприбор""","129085, г. Москва, Звездный бульвар, дом 19",7717022530,1027739446460,2021-06-09,заочное голосование,принято решение не выплачивать дивиденды,
139,s5ZFHixxuEK4dbpkkubVgw-B-B,"Публичное акционерное общество ""Центр международной торговли""","ПАО ""ЦМТ""","123610, Россия, Москва, Краснопресненская наб., 12",7703034574,1027700072234,2021-06-09,заочное голосование,вопрос не поднимался,
140,FyakvzI6Ok69xxdI42a9Pw-B-B,"Публичное акционерное общество ""Проектно-изыскательский институт промышленного и транспортного строительства ""Моспромтранспроект""","ПАО ""Моспромтранспроект""","105064, г. Москва, Басманный тупик, д. 6А, стр. 1",7701009156,1027739862897,2021-06-09,собрание,принято решение не выплачивать дивиденды,"['Рыжов Сергей Николаевич', 'Токин Константин Александрович', 'Загудаев Вячеслав Владимирович', 'Третьяков Леонид Владимирович', 'Засимов Владимир Леонидович']"
141,HF45Qc4PPU6anlche0c4EA-B-B,Открытое акционерное общество «ПРОФ-ИНВЕСТ V»,ОАО «ПРОФ-ИНВЕСТ V»,"111141, г. Москва, Зелёный проспект, 3/10 стр.15, этаж 1, кабинет №13",7703098546,1037739652609,2021-06-08,собрание,принято решение не выплачивать дивиденды,
142,7X7EXzefXUSC-C48wgrHyTA-B-B,"Общество с ограниченной ответственностью ""РЕГИОН Групп Лизинг""","ООО ""РГ Лизинг""","129515, г.Москва, улица Академика Королева, дом 13, стр. 1, этаж 8 пом. I, ком. 48б (офис 814)",7717540595,1057748279698,2021-06-08,собрание,вопрос не поднимался,[]
143,UVEHM3tU-A0aP2P5kBDwYsQ-B-B,"Публичное акционерное общество ""Московская объединенная энергетическая компания""","ПАО ""МОЭК""","119526, город Москва, проспект Вернадского, дом 101, корпус 3, эт. 20, каб. 2017",7720518494,1047796974092,2021-06-07,заочное голосование,принято решение не выплачивать дивиденды,"['Федоров Денис Владимирович', 'Бирюков Петр Павлович', 'Шацкий Павел Олегович', 'Джамбулатов Заурбек Исламович', 'Башук Денис Николаевич', 'Абдуллин Роман Эдуардович', 'Коробкина Ирина Юрьевна', 'Рогов Александр Владимирович', 'Шипачев Александр Викторович', 'Земляной Евгений Николаевич', 'Бикмурзин Альберт Фяритович']"
144,Z6kxqVCtZUC1sZ-AQfYrmKg-B-B,Публичное акционерное общество «Институт Стволовых Клеток Человека»,ПАО «ИСКЧ»,"РФ, г. Москва",7702508905,1037789001315,2021-06-07,собрание,принято решение не выплачивать дивиденды,
145,xcU4wMOUOkGrqm40kLK8Dg-B-B,"Акционерное общество ""ВОСТОЧНОЕ""","АО ""ВОСТОЧНОЕ""","Российская Федерация, город Москва, улица Большая Косинская, дом 5",7720737457,5117746025711,2021-06-07,собрание,принято решение не выплачивать дивиденды,
146,GEwK3rhoBEe4-CoDYHKXQgg-B-B,"Акционерное общество Агрофирма ""КОСИНО""","АО Агрофирма ""Косино""","Российская Федерация, г.Москва",7720029599,1027739263562,2021-06-07,собрание,принято решение не выплачивать дивиденды,
147,CG0FEMjQEkqZC5YHF-CQghw-B-B,"Открытое акционерное общество ""Московский экспериментальный завод № 1""","ОАО ""МЭЗ № 1""","107497, г. Москва, ул. Иркутская, д.3",7718015895,1027739076606,2021-06-07,собрание,принято решение не выплачивать дивиденды,"['Астахов Валерий Павлович', 'Буянов Михаил Александрович', 'Привалов Александр Васильевич', 'Платонов Василий Михайлович', 'Привалов Василий Николаевич']"
148,nNwMVfDvy0KbA1L1GDVDag-B-B,"Страховое публичное акционерное общество ""Ингосстрах""","СПАО ""Ингосстрах""","115035, г. Москва, ул. Пятницкая, д. 12, стр. 2",7705042179,1027739362474,2021-06-07,собрание,принято решение не выплачивать дивиденды,"['Аносов Андрей Борисович', 'Виханский Олег Самуилович', 'Григорьев Александр Валерьевич', 'Каллегари Джорджио', 'Соколов Константин Борисович', 'Соколов Алексей Анатольевич', 'Скарони Паоло', 'Хворостян Виктор Леонидович', 'Чирина Лучано']"
149,4Zgind6NPkeyVsnn-CxqK9A-B-B,"Публичное акционерное общество ""Торговый Дом ""Холдинг-Центр""","ПАО ""ТД ""Холдинг-Центр""","117461, г. Москва, ул.Каховка, д.27, пом.1, эт.1, к.96",7706081452,1027739191281,2021-06-07,собрание,принято решение не выплачивать дивиденды,
150,ZHUsd37pCEmyAXc5Ht1pDg-B-B,"Акционерное общество ""Экспериментальный научно-исследовательский институт металлорежущих станков""","АО ""ЭНИМС""","119991, г. Москва, 5-й Донской проезд, д. 15, стр. 8",7725048450,1027700406854,2021-06-07,собрание,принято решение не выплачивать дивиденды,"['Безбабных Эдуард Викторович', 'Агеенко Иван Николаевич', 'Бурлаков Павел Николаевич', 'Шкребо Алексей Викторович', 'Налча Алла Георгиевна', 'Петунина Елена Юрьевна', 'Семёнов Дмитрий Геннадьевич']"
151,UZJ25gjy4EO2oHFNjgJ97A-B-B,"Общество с ограниченной ответственностью ""ПРОМОМЕД ДМ""","ООО ""ПРОМОМЕД ДМ""","129090, ГОРОД МОСКВА, ПРОСПЕКТ МИРА, Д. 13 КОРПУС СТРОЕНИЕ 1 , ОФИС 107/2",7724365841,1167746497280,2021-06-07,заочное голосование,вопрос не поднимался,[]
152,PvI5SvhQtk-CiN0s2H5ehYg-B-B,"Публичное акционерное общество ""Промбурвод""","ПАО ""Промбурвод""","101000, г. Москва, Фурманный переулок, д.6",7701018489,1027700048177,2021-06-07,собрание,принято решение выплатить дивиденды,"['Френкель Борис Ефимович', 'Сакварелидзе Владимир Давидович', 'Френкель Юлия Борисовна', 'Александров Александр Валерьевич', 'Кручинина Ольга Борисовна', 'Казаков Борис Васильевич', 'Новаковский Леонид Григорьевич']"
153,U-Aqv-AC3pm0u6zvI3Y4X4tA-B-B,Акционерное общество «Вертолеты России»,АО «Вертолеты России»,"115054, г. Москва, ул. Большая Пионерская, д. 1",7731559044,1077746003334,2021-06-07,заочное голосование,вопрос не поднимался,[]
154,CBXHhycdYE6GgvuNy0X2PQ-B-B,"Акционерное общество ""Трежери Инвест""","АО ""Трежери Инвест""","121151, г. Москва, наб. Тараса Шевченко, д. 23А, помещение I, комната 13",7730258615,1207700290137,2021-06-04,собрание,принято решение не выплачивать дивиденды,"['Родная Валентина Ивановна', 'Шуков Роман Валерьевич', 'Дудникова Нина Сергеевна']"
155,dPr9zdqo-AkGFVB0KkcNWlg-B-B,"Акционерное общество ""ЛИТ-ФОНОН""","АО ""ЛИТ-ФОНОН""","107076, г. Москва, ул. Краснобогатырская, д. 44, стр.1",7718016680,1027700256616,2021-06-04,собрание,принято решение выплатить дивиденды,"['Аляпин Андрей Анатольевич', 'Гуз Сергей Анатольевич', 'Дергунова Ирина Владимировна', 'Костюченко Сергей Владимирович', 'Кудрявцева Ольга Николаевна']"
156,XUUrTg9ua0WyGgGtpTVt-CA-B-B,"Акционерное общество Туристские гостиничные комплексы ""Измайлово""","АО ТГК ""Измайлово""","РФ, 105613, город Москва, Измайловское шоссе, дом 71, корпус 4 Г-Д, 4 эт., пом. VII-ГД, ком.8",7719017101,1027700216158,2021-06-04,собрание,принято решение не выплачивать дивиденды,"['Аникин Евгений Николаевич', 'Антонцев Михаил Иванович', 'Арзамасцев Константин Александрович', 'Лукьянов Владислав Леонидович', 'Максимов Валерий Борисович', 'Сафар-Заде Октай Юнисович', 'Соболев Николай Александрович', 'Федюшкина Ирина Викторовна', 'Шиндин Александр Борисович', 'Шуриков Александр Леонидович']"
157,8ia6BlolrUuag1hTJ0SoqA-B-B,"Публичное акционерное общество ""Бескудниковский комбинат строительных материалов""","ПАО ""БКСМ""","127410, г.Москва, Стандартная ул., дом 6",7715008441,1027700313486,2021-06-04,заочное голосование,принято решение не выплачивать дивиденды,"['Бойчук Александр Михайлович', 'Михеев Александр Андреевич', 'Павлов Вячеслав Владимирович', 'Попов Евгений Викторович', 'Суров Михаил Петрович']"
158,kBB46lfFPEC56G64Ou0LYw-B-B,"Открытое акционерное общество ""Ямал СПГ""","ОАО ""Ямал СПГ""","629700, Ямало-Ненецкий автономный округ, Ямальский район, с.Яр-Сале, ул. Худи Сэроко, д.25, корпус А",7709602713,1057746608754,2021-06-03,собрание,принято решение не выплачивать дивиденды,"['Ерошин Юрий Александрович', 'Колесников Игорь Александрович', 'Гольм Елена Николаевна', 'Ершова Ирина Александровна', 'Рабинович Александр Владимирович', 'Часнык Игорь Олегович', 'Строков Виталий Сергеевич', 'Жан-Пьер Перрэ', 'Лю Чжи', 'Люй Цзин', 'Дэнг Джингхуа']"
159,xPG472cEgk-C-C4ntpPKNLUQ-B-B,"Публичное акционерное общество ""Коммерческий центр""","ПАО ""КЦ""","127253, г. Москва, г. Москва, Лианозовский проезд, д.6",7715020463,1027700077570,2021-06-03,собрание,вопрос не поднимался,"['Кузнецова Марина Николаевна', 'Ившин Александр Борисович', 'Низамов Ринат Дамирович', 'Косова Елена Юрьевна', 'Терентьева Анастасия Евгеньевна', 'РЕШЕНИЕ ПРИНЯТО']"
160,36BIk7Gcf0aHxVnuCABzvQ-B-B,"Публичное акционерное общество ""Механический завод №2""","ПАО ""Механический завод №2""","РФ, 117218, г.Москва, ул.Кржижановского, д.31",7727072138,1027700332703,2021-06-03,собрание,принято решение не выплачивать дивиденды,"['Благов Геннадий Яковлевич', 'Бойчук Александр Михайлович', 'Михеев Александр Андреевич', 'Павлов Вячеслав Владимирович', 'Радаев Алексей Александрович']"
